QID,Domain,Bloom_Level,Difficulty,Question
1370,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
1371,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
1372,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
1373,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
1374,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
1375,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
1376,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
1377,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
1378,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
1379,Cybersecurity,Knowledge,Easy,"What is phishing?"
1380,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
1381,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
1382,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
1383,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
1384,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
1385,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
1386,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
1387,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
1388,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
1389,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
1390,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
1391,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
1392,IoT,Knowledge,Easy,"What is a smart sensor?"
1393,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
1394,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
1395,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
1396,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
1397,Data Science,Knowledge,Medium,"What is a feature?"
1398,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
1399,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
1400,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
1401,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
1402,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
1403,Cybersecurity,Knowledge,Hard,"What is an air gap?"
1404,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
1405,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
1406,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
1407,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
1408,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
1409,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
1410,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
1411,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
1412,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
1413,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
1414,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
1415,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
1416,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
1417,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
1418,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
1419,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
1420,Machine Learning,Knowledge,Easy,"What is an algorithm?"
1421,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
1422,Cloud Computing,Knowledge,Easy,"What is PaaS (Platform as a Service)?"
1423,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
1424,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
1425,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
1426,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
1427,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
1428,IoT,Comprehension,Easy,"Explain how a smart home hub works."
1429,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
1430,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
1431,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
1432,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
1433,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
1434,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
1435,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
1436,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
1437,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
1438,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
1439,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
1440,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
1441,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
1442,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
1443,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
1444,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
1445,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
1446,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
1447,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
1448,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
1449,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
1450,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
1451,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
1452,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
1453,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
1454,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
1455,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
1456,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
1457,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
1458,Big Data,Knowledge,Easy,"What is HDFS?"
1459,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
1460,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
1461,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
1462,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
1463,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
1464,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
1465,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
1466,Big Data,Comprehension,Easy,"Explain what MapReduce does."
1467,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
1468,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
1469,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
1470,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
1471,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
1472,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
1473,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
1474,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
1475,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
1476,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
1477,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
1478,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
1479,Cybersecurity,Knowledge,Easy,"What is phishing?"
1480,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
1481,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
1482,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
1483,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
1484,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
1485,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
1486,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
1487,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
1488,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
1489,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
1490,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
1491,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
1492,IoT,Knowledge,Easy,"What is a smart sensor?"
1493,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
1494,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
1495,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
1496,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
1497,Data Science,Knowledge,Medium,"What is a feature?"
1498,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
1499,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
1500,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
1501,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
1502,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
1503,Cybersecurity,Knowledge,Hard,"What is an air gap?"
1504,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
1505,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
1506,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
1507,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
1508,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
1509,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
1510,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
1511,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
1512,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
1513,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
1514,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
1515,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
1516,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
1517,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
1518,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
1519,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
1520,Machine Learning,Knowledge,Easy,"What is an algorithm?"
1521,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
1522,Cloud Computing,Knowledge,Easy,"What is SaaS (Software as a Service)?"
1523,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
1524,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
1525,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
1526,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
1527,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
1528,IoT,Comprehension,Easy,"Explain how a smart home hub works."
1529,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
1530,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
1531,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
1532,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
1533,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
1534,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
1535,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
1536,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
1537,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
1538,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
1539,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
1540,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
1541,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
1542,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
1543,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
1544,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
1545,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
1546,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
1547,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
1548,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
1549,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
1550,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
1551,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
1552,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
1553,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
1554,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
1555,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
1556,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
1557,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
1558,Big Data,Knowledge,Easy,"What is HDFS?"
1559,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
1560,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
1561,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
1562,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
1563,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
1564,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
1565,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
1566,Big Data,Comprehension,Easy,"Explain what MapReduce does."
1567,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
1568,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
1569,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
1570,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
1571,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
1572,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
1573,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
1574,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
1575,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
1576,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
1577,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
1578,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
1579,Cybersecurity,Knowledge,Easy,"What is phishing?"
1580,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
1581,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
1582,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
1583,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
1584,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
1585,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
1586,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
1587,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
1588,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
1589,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
1590,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
1591,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
1592,IoT,Knowledge,Easy,"What is a smart sensor?"
1593,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
1594,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
1595,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
1596,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
1597,Data Science,Knowledge,Medium,"What is a feature?"
1598,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
1599,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
1600,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
1601,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
1602,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
1603,Cybersecurity,Knowledge,Hard,"What is an air gap?"
1604,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
1605,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
1606,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
1607,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
1608,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
1609,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
1610,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
1611,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
1612,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
1613,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
1614,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
1615,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
1616,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
1617,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
1618,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
1619,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
1620,Machine Learning,Knowledge,Easy,"What is an algorithm?"
1621,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
1622,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
1623,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
1624,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
1625,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
1626,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
1627,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
1628,IoT,Comprehension,Easy,"Explain how a smart home hub works."
1629,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
1630,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
1631,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
1632,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
1633,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
1634,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
1635,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
1636,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
1637,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
1638,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
1639,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
1640,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
1641,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
1642,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
1643,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
1644,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
1645,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
1646,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
1647,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
1648,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
1649,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
1500,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
1651,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
1652,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
1653,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
1654,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
1655,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
1656,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
1657,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
1658,Big Data,Knowledge,Easy,"What is HDFS?"
1659,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
1660,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
1661,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
1662,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
1663,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
1664,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
1665,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
1666,Big Data,Comprehension,Easy,"Explain what MapReduce does."
1667,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
1668,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
1669,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
1670,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
1671,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
1672,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
1673,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
1674,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
1675,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
1676,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
1677,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
1678,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
1679,Cybersecurity,Knowledge,Easy,"What is phishing?"
1680,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
1681,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
1682,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
1683,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
1684,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
1685,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
1686,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
1687,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
1688,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
1689,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
1690,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
1691,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
1692,IoT,Knowledge,Easy,"What is a smart sensor?"
1693,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
1694,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
